"word_id","word","sen"
"3682","catcher","not_sensitive"
"3683","catechist","not_sensitive"
"3684","catechumen","not_sensitive"
"3685","caterer","not_sensitive"
"3686","catholic","not_sensitive"
"3687","catholicos","not_sensitive"
"3688","cayuga","not_sensitive"
"3689","cebuan","not_sensitive"
"3690","celebrant","not_sensitive"
"3691","celebrant","not_sensitive"
"3692","celebrity","not_sensitive"
"3693","celibate","not_sensitive"
"3694","cellist","not_sensitive"
"3695","celt","not_sensitive"
"3696","cenobite","not_sensitive"
"3697","censor","not_sensitive"
"3698","censor","not_sensitive"
"3699","census_taker","not_sensitive"
"3700","centenarian","not_sensitive"
"3701","center","not_sensitive"
"3702","center","not_sensitive"
"3703","center","not_sensitive"
"3704","center_fielder","not_sensitive"
"3705","central_american","not_sensitive"
"3706","centrist","not_sensitive"
"3707","certified_public_accountant","not_sensitive"
"3708","chadian","not_sensitive"
"3709","chain-smoker","not_sensitive"
"3710","chaldean","not_sensitive"
"3711","chaldean","not_sensitive"
"3712","chamberlain","not_sensitive"
"3713","chamberlain","not_sensitive"
"3714","chameleon","not_sensitive"
"3715","champion","not_sensitive"
"3716","champion","not_sensitive"
"3717","chancellor","not_sensitive"
"3718","chancellor","not_sensitive"
"3719","chancellor_of_the_exchequer","not_sensitive"
"3720","chandler","not_sensitive"
"3721","chandler","not_sensitive"
"3722","changeling","not_sensitive"
"3723","changer","not_sensitive"
"3724","chap","not_sensitive"
"3725","chaperon","not_sensitive"
"3726","chaplain","not_sensitive"
"3727","character","not_sensitive"
"3728","character_actor","not_sensitive"
"3729","character_witness","not_sensitive"
"3730","charcoal_burner","not_sensitive"
"3731","charge","not_sensitive"
"3732","charge_d'affaires","not_sensitive"
"3733","charge_of_quarters","not_sensitive"
"3734","charioteer","not_sensitive"
"3735","charmer","not_sensitive"
"3736","charter_member","not_sensitive"
"3737","chartered_accountant","not_sensitive"
"3738","chartist","not_sensitive"
"3739","chartist","not_sensitive"
"3740","chatterer","not_sensitive"
"3741","chauvinist","not_sensitive"
"3742","chauvinist","not_sensitive"
"3743","cheapjack","not_sensitive"
"3744","cheapskate","not_sensitive"
"3745","chebab","not_sensitive"
"3746","chechen","not_sensitive"
"3747","checker","not_sensitive"
"3748","checker","not_sensitive"
"3749","cheerer","not_sensitive"
"3750","cheerleader","not_sensitive"
"3751","cheerleader","not_sensitive"
"3752","cheesemonger","not_sensitive"
"3753","chef","not_sensitive"
"3754","chela","not_sensitive"
"3755","chemist","not_sensitive"
"3756","cheops","not_sensitive"
"3757","cheremis","not_sensitive"
"3758","cherokee","not_sensitive"
"3759","cherub","not_sensitive"
"3760","chess_master","not_sensitive"
"3761","chess_player","not_sensitive"
"3762","chewa","not_sensitive"
"3763","chewer","not_sensitive"
"3764","cheyenne","not_sensitive"
"3765","chicano","not_sensitive"
"3766","chichi","not_sensitive"
"3767","chickasaw","not_sensitive"
"3768","chief_constable","not_sensitive"
"3769","chief_executive_officer","not_sensitive"
"3770","chief_financial_officer","not_sensitive"
"3771","chief_justice","not_sensitive"
"3772","chief_of_staff","not_sensitive"
"3773","chief_petty_officer","not_sensitive"
"3774","chief_secretary","not_sensitive"
"3775","child","not_sensitive"
"3776","child","not_sensitive"
"3777","child","not_sensitive"
"3778","child","not_sensitive"
"3779","child_prodigy","not_sensitive"
"3780","chilean","not_sensitive"
"3781","chimakum","not_sensitive"
"3782","chimariko","not_sensitive"
"3783","chimneysweeper","not_sensitive"
"3784","chinese","not_sensitive"
"3785","chinook","not_sensitive"
"3786","chipewyan","not_sensitive"
"3787","chiropodist","not_sensitive"
"3788","chiropractor","not_sensitive"
"3789","chit","not_sensitive"
"3790","choctaw","not_sensitive"
"3791","choirmaster","not_sensitive"
"3792","choker","not_sensitive"
"3793","choragus","not_sensitive"
"3794","choreographer","not_sensitive"
"3795","chorister","not_sensitive"
"3796","chosen","not_sensitive"
"3797","christian","not_sensitive"
"3798","christian_scientist","not_sensitive"
"3799","chronicler","not_sensitive"
"3800","chukchi","not_sensitive"
"3801","chump","not_sensitive"
"3802","church_officer","not_sensitive"
"3803","churchgoer","not_sensitive"
"3804","churchwarden","not_sensitive"
"3805","chutzpanik","not_sensitive"
"3806","chuvash","not_sensitive"
"3807","cicerone","not_sensitive"
"3808","cigar_smoker","not_sensitive"
"3809","cigarette_smoker","not_sensitive"
"3810","cipher","not_sensitive"
"3811","circassian","not_sensitive"
"3812","circus_acrobat","not_sensitive"
"3813","citizen","not_sensitive"
"3814","city_editor","not_sensitive"
"3815","city_father","not_sensitive"
"3816","city_slicker","not_sensitive"
"3817","civic_leader","not_sensitive"
"3818","civil_authority","not_sensitive"
